index,MAL_ID,English name,Score,Genres,sypnopsis,Episodes,Aired,Popularity,Url_image,Url_source
959,2595,D.C.II: Da Capo II,6.91,"Drama, Ecchi, Romance, School","The undying Sakura Trees return. Based on a PS2 sequel of the original DaCapo game, the story once again takes place on Hatsunejima, but is set 53 years after the events of D.C. and D.C.S.S.. Although some characters will probably look a bit familiar to the initiated eye, the cast is a new one. The new main protagonist is Yoshiyuki Sakurai, who lives next door to the Asakura sisters Yume and Otome, who are the granddaughters of Junichi and Nemu from the first season.",13,"Oct 2, 2007 to Dec 25, 2007",2830,https://cdn.myanimelist.net/images/anime/9/75305.jpg,https://myanimelist.net/anime/2595/DCII__Da_Capo_II
3542,34284,Yuki Yuna is a Hero:The Washio Sumi Chapter,7.64,"Slice of Life, Drama, Magic, Fantasy","Three girls have been chosen by the great Shinju-sama to be heroes and fight against the destructive beings known as Vertexes—enemies that threaten the harmony and safety of the world. Unsure of when they would be called to duty, Sumi Washio, Sonoko Nogi, and Gin Minowa spent their time idly. However, with the sudden appearance of a Vertex, they realize they have no idea how to fight together as magical girls when they are nearly bested. They manage to defeat their enemy by sheer determination, but in the aftermath of the battle, the three decide to fix their teamwork issues and improve their combat capabilities. But as more enemies appear—and requiring even more power to defeat their nemeses—the girls may find themselves irreversibly changed by the use of their magic. What price will they have to pay to ensure victory, and is it one worth paying if humanity will be saved?",6,"Oct 7, 2017 to Nov 11, 2017",2831,https://cdn.myanimelist.net/images/anime/7/83012.jpg,https://myanimelist.net/anime/34284/Yuuki_Yuuna_wa_Yuusha_de_Aru__Washio_Sumi_no_Shou
1730,7334,Bakugan:Gundalian Invaders,6.21,"Action, Adventure, Fantasy, Game, Shounen","Bakugan Interspace is a virtual reality system, where players can brawl against each other and take part in tournaments. Initially designed to help practice and enhance Bakugan skills, it quickly became a meeting place for many enthusiasts. During one of Danma Kuusou's duels, the Interspace crashes, and he gets knocked out cold. Before regaining consciousness, he experiences a vision of Bakugan at war with each other once again. The explosion of energy that accompanied Danma's fight and caused the shutdown of the system sends shock waves across the galaxy, attracting the attention of the Twelve Orders, a Gundalian organization. They infiltrate Bakugan Interspace, looking for strong brawlers to join them in their upcoming war with another alien race, the Neathians. Danma and his companions—Shun Kazami and Chouji Marukura—soon find themselves caught up in an extraterrestrial war. However, distant as it may seem, the conflict threatens the very sovereignty of Earth and the future of the Bakugan race as well.",39,"May 23, 2010 to Jan 29, 2011",2832,https://cdn.myanimelist.net/images/anime/10/32189.jpg,https://myanimelist.net/anime/7334/Bakugan_Battle_Brawlers__Gundalian_Invaders
3145,31178,Uta no Prince Sama Legend Star,7.19,"Harem, Music, Comedy, Romance, Shoujo","The anime's story will start where the third season left off, at the competition for who will open the Triple S international sporting event. Raging Entertainment's HE★VENS idol group had hijacked the competition between QUARTET NIGHT and ST☆RISH, causing chaos. However, after the QUARTET NIGHT members suggest a certain idea, the three groups aim toward a new stage, with HE★VENS swearing to get their revenge on the other two groups. (Source: ANN)",13,"Oct 2, 2016 to Dec 25, 2016",2834,https://cdn.myanimelist.net/images/anime/4/79194.jpg,https://myanimelist.net/anime/31178/Uta_no☆Prince-sama♪_Maji_Love_Legend_Star
3904,37188,Crossing Time,6.39,"Comedy, Slice of Life","Every day, all kinds of different people stop at railroad crossings on their way to work or school, resulting in all sorts of different conversations. Friends, enemies, acquaintances, and complete strangers—there's always a new encounter to be had. Fumikiri Jikan documents the discussions that take place at these locations. Whether these are funny or depressing, expected or completely unexpected, they certainly have the potential to be quite interesting.",12,"Apr 10, 2018 to Jun 26, 2018",2840,https://cdn.myanimelist.net/images/anime/1598/91857.jpg,https://myanimelist.net/anime/37188/Fumikiri_Jikan
3907,37206,Anima Yell!,6.93,"Comedy, School, Sports","Kohane Hatoya’s most lovable trait is also her greatest flaw. She loves to help others no matter how far she has to go in order to get the job done. Her biggest inspiration to do so comes to light when she sees what cheerleading looks like for the first time in middle school. Now a highschooler but as enthusiastic as ever, Kohane wants nothing more than to start her very own cheerleading squad. She's encouraged by her best friend, Uki Sawatari, who often has to help her get out of trouble. There is just one problem: Kohane does not have any experience in cheerleading. She has absolutely no idea what to do, what to wear, or how to perform. To make matters worse, she has been scared of heights since childhood, and this new sport is full of stunts pulled far from the ground for a girl her size. Enter Hizume Arima, a former cheerleader who wishes to leave her pastime behind. Unfortunately for her, Kohane recognizes Hizume, and will stop at nothing just so she can lead the new squad, even if it means facing her childhood fear.",12,"Oct 7, 2018 to Dec 23, 2018",2840,https://cdn.myanimelist.net/images/anime/1051/93862.jpg,https://myanimelist.net/anime/37206/Anima_Yell
2350,16051,Ro-Kyu-Bu! SS,7.1,"Comedy, Ecchi, School, Sports","fter their loss against Suzuridani Academy, the members of the Keishin Academy girls' basketball team—Tomoka Minato, Maho Misawa, Airi Kashii, Hinata Hakamada, and Saki Nagatsuka, along with their coach, Subaru Hasegawa—exert more of their time and effort in improving in the sport day by day. However, this time around, new rivals with strengths possibly exceedings theirs and friends appear on their way to the top.",12,"Jul 5, 2013 to Sep 27, 2013",2840,https://cdn.myanimelist.net/images/anime/8/50697.jpg,https://myanimelist.net/anime/16051/Ro-Kyu-Bu_SS
4038,37975,Piano no Mori (TV) 2nd Season,7.4,"Comedy, Drama, Music, School, Seinen","h the start of the Chopin piano competition, Kai Ichinose, Shuuhei Amamiya, and many other hopeful musicians from around the world strive to reach the top. The stakes have never been higher, and the judges are rigorous when it comes to selecting the winner out of the plethora of talented pianists. This competition is so harsh that even famous prodigies can be easily eliminated. Some play for the money, some play to fulfill their duty to their families, and yet others play for their music to be heard. However, the only one who can reach the top is the one who embodies the spirit of the music Frédéric Chopin crafted for future generations. With the stakes higher than ever before, rivalries, friendships, and family ties will be tested, and each pianist will find their own sound.",12,"Jan 28, 2019 to Apr 15, 2019",2843,https://cdn.myanimelist.net/images/anime/1186/100864.jpg,https://myanimelist.net/anime/37975/Piano_no_Mori_TV_2nd_Season
3628,34866,Yu-Gi-Oh! VRAINS,6.64,"Action, Game, Sci-Fi, Fantasy, Shounen","In the city of Den City, thousands of duelists take part in a virtual reality space known as Link Vrains, where users can create unique avatars and participate in games of Duel Monsters with each other. As a mysterious hacker organisation known as the Knights of Hanoi threaten this world, a high-school student named Yusaku Fujiki battles against them under the guise of Playmaker. One day, Yusaku encounters a peculiar artificial intelligence program, which he names Ai, who sets off a digital maelstrom in Link Vrains known as the Data Storm. As the appearance of this storm gives birth to Speed Duels, in which duelists surf the wind as they duel, Yusaku battles against Hanoi in order to uncover the truth concerning an incident that happened to him years ago. (Source: ASCII.jp)",120,"May 10, 2017 to Sep 25, 2019",2845,https://cdn.myanimelist.net/images/anime/1789/101971.jpg,https://myanimelist.net/anime/34866/Yu☆Gi☆Oh_VRAINS
1311,4028,Slayers Revolution,7.29,"Adventure, Comedy, Fantasy","Having lost the Sword of Light in the previous battle, Lina and Gourry continue their journey in search of a replacement weapon. On the way, the two of them meet up with Amelia and Zelgadis in the kingdom of Luvinagard while taunting some pirates. Lina is happy to reunite with her old friends, but appearing before her is Luvinagard's Inspector of the Special Investigative Unit; a man called Wizer. However, Lina is amazed at his unusual behavior... (Source: ANN)",13,"Jul 3, 2008 to Sep 25, 2008",2851,https://cdn.myanimelist.net/images/anime/7/20940.jpg,https://myanimelist.net/anime/4028/Slayers_Revolution
4394,40586,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",6.910327731092437,"Comedy, Fantasy","Suddenly dying from overwork, salarywoman Azusa Aizawa finds herself before an angel, who allows her to reincarnate into a new world as an immortal witch, where she spends her days killing slimes for money on an otherwise eternal vacation. But even the minimal experience points from slimes will add up after hundreds of years, and Azusa discovers that she accidentally reached the maximum level! Fearing that her strong abilities will attract work and force her back to a life of overexertion, she decides to hide her strength in order to preserve her peaceful lifestyle. Despite her efforts, tales of the max level ""Witch of the Plateau"" spread across the land, and a proud dragon named Raika shows up looking to test their strength against her. Even though Azusa defeats and befriends Raika, problems arise as both friends and foes come looking for the secluded witch.",Ongoing,"Apr 10, 2021 to ?",2854,https://cdn.myanimelist.net/images/anime/1803/111792.jpg,https://myanimelist.net/anime/40586/Slime_Taoshite_300-nen_Shiranai_Uchi_ni_Level_Max_ni_Nattemashita
